Sentiment_Contrast,File
-0.3333333333333333,d
-1.25,d
0.0,d
0.0,d
-1.25,d
-2.25,d
-2.0,d
-0.6666666666666666,d
-3.3333333333333335,d
-1.0,d
0.6666666666666666,d
-0.3333333333333333,d
-2.0,d
-1.3333333333333333,d
-1.0,d
0.6666666666666666,d
-0.3333333333333333,d
0.6666666666666666,d
-2.0,d
-1.5,d
-2.3333333333333335,d
-0.6666666666666666,d
-2.0,d
-2.0,d
-3.0,d
-0.3333333333333333,d
0.0,d
0.25,d
-3.5,d
-1.0,d
0.0,d
-1.5,d
0.6666666666666666,d
-0.6666666666666666,d
-1.0,d
-0.3333333333333333,d
-0.75,d
-2.0,d
-1.6666666666666665,d
0.0,d
-1.3333333333333333,d
1.0,d
-2.75,d
-0.3333333333333333,d
1.5,d
-0.3333333333333333,d
-0.8636363636363635,ft
-1.6363636363636367,ft
0.8636363636363635,ft
-2.7391304347826084,ft
-1.0909090909090908,ft
-2.7727272727272725,ft
-0.4545454545454545,ft
-1.0,ft
-0.7142857142857142,ft
-0.75,ft
-0.6666666666666666,ft
-0.5,ft
-0.75,ft
0.0,ft
-1.0,ft
-2.0,ft
-0.3333333333333333,ft
-1.0,ft
-2.3333333333333335,ft
0.0,ft
-1.75,ft
-2.6,ft
-1.6666666666666665,ft
-1.3333333333333333,ft
-0.75,ft
-0.1666666666666667,ft
-1.25,ft
-0.75,ft
-1.5,ft
-0.5,ft
1.0,ft
0.6666666666666666,ft
-2.0,ft
-1.0,ft
-0.5,ft
-2.2,ft
0.0,ft
1.2,ft
-0.6,ft
-2.0,ft
-1.25,ft
-0.75,ft
-1.5,ft
0.0,ft
-1.0,ft
-0.75,ft
0.3333333333333333,ft
-2.3333333333333335,ft
-0.8,ft
-0.6666666666666666,ft
0.5,ft
-1.25,ft
-0.5,ft
-2.75,ft
0.5,ft
-2.6,ft
-1.75,ft
0.3333333333333333,ft
0.0,ft
-2.333333333333333,ft
0.0,ft
-0.8,ft
-1.0,ft
0.5,ft
-0.8333333333333333,ft
1.0,ft
-0.6666666666666666,ft
-0.4,ft
-1.0,ft
-1.0,ft
-1.0,ft
-2.333333333333333,ft
0.5,ft
0.6666666666666666,ft
-0.6666666666666666,ft
-1.0,ft
-0.25,ft
-0.2,ft
-1.5,ft
-1.0,ft
-0.6000000000000001,ft
-1.25,ft
0.0,ft
-1.5,ft
-0.8,ft
0.0,ft
0.25,ft
-1.3333333333333333,ft
0.0,ft
-0.25,ft
-0.5,ft
-0.2,ft
-0.6000000000000001,ft
-1.0,ft
0.5,ft
-1.6,ft
-1.25,ft
-0.75,ft
-1.2,ft
-0.3333333333333333,ft
-0.6000000000000001,ft
-1.1666666666666665,ft
-2.6666666666666665,ft
-0.5,ft
-0.125,ft
-1.0,ft
-3.5,ft
0.0,ft
-0.25,ft
-0.5,ft
-0.5,ft
-0.5,ft
-1.3333333333333333,ft
0.25,ft
-0.75,ft
-1.0,ft
0.0,ft
-0.3333333333333333,ft
0.0,ft
-1.25,ft
0.0,ft
-0.25,ft
-1.0,ft
0.5,ft
0.0,ft
-1.0,ft
-1.0,ft
-0.6666666666666666,ft
0.5,ft
-1.8333333333333335,ft
0.2,ft
-0.6666666666666666,ft
0.0,ft
-1.4,ft
0.5,ft
-1.4,ft
-2.0,ft
-0.8333333333333333,ft
0.0,ft
0.3333333333333333,ft
-1.0,ft
-0.6666666666666666,ft
-0.75,ft
-2.0,ft
-1.0,ft
-1.0,ft
-2.5,ft
0.5,ft
0.3333333333333333,ft
-0.3333333333333333,ft
-2.0,ft
-1.0,ft
-0.75,ft
-1.25,ft
-0.75,ft
-3.333333333333333,ft
-2.0,ft
-1.0,ft
0.0,ft
-1.0,ft
-0.75,ft
-0.6666666666666666,ft
-0.3333333333333333,ft
0.5,ft
-1.75,ft
-1.0,ft
-2.4000000000000004,ft
-0.75,ft
-0.6666666666666666,ft
-1.5,ft
-2.0,ft
-0.6666666666666666,ft
0.3333333333333333,ft
-0.8,ft
0.0,ft
-0.8571428571428571,ft
-0.6666666666666666,ft
-0.0476190476190476,ft
-3.083333333333333,ft
-1.1,ft
-0.5,ft
0.0,ft
1.5,ft
-2.0,ft
-1.0,ft
-1.0,ft
-0.25,ft
-1.0,ft
-2.3333333333333335,ft
0.0,ft
0.3333333333333333,ft
-1.75,ft
-0.3333333333333333,ft
-1.5,ft
-0.8,ft
-1.25,ft
-0.75,ft
-0.25,ft
1.0,ft
-0.6666666666666666,ft
-1.75,ft
-1.8,ft
-1.75,ft
0.0,ft
-3.0,ft
0.0,ft
0.0,ft
0.2,ft
-2.0,ft
-0.25,ft
-1.2,ft
0.75,ft
-0.3333333333333333,ft
0.5,ft
-3.0,ft
-1.5,ft
-2.25,ft
-1.3333333333333333,ft
-2.2,ft
-2.0,ft
-2.5,ft
-0.5,ft
-0.75,ft
0.25,ft
-2.666666666666667,ft
-0.2,ft
0.25,ft
-0.5,ft
0.5,ft
-0.5,ft
-0.75,ft
-0.75,ft
-1.2,ft
-2.333333333333333,ft
-1.6666666666666665,ft
-0.39999999999999997,ft
-1.25,ft
-0.6,ft
-2.5,ft
-0.5,ft
0.6666666666666666,ft
-0.6666666666666666,ft
0.5,demz
-1.3636363636363638,demz
1.409090909090909,demz
-2.888888888888889,demz
1.3333333333333333,demz
-3.5,demz
1.0,demz
0.0,demz
-0.5,demz
0.5,demz
1.0,demz
0.5,demz
0.0,demz
1.0,demz
-1.0,demz
-0.3333333333333333,demz
0.0,demz
-0.3333333333333333,demz
-1.6666666666666665,demz
0.6666666666666666,demz
-3.3333333333333335,demz
-1.5,demz
0.0,demz
-1.5,demz
1.25,demz
1.0,demz
0.4,demz
-0.6666666666666666,demz
-1.0,demz
1.0,demz
0.0,demz
1.5,demz
0.5,demz
0.3333333333333333,demz
0.6666666666666666,demz
-1.6666666666666665,demz
1.0,demz
0.6666666666666666,demz
1.0,demz
-1.3333333333333333,demz
-2.5,demz
0.6666666666666666,demz
-2.666666666666667,demz
1.0,demz
-0.6666666666666666,demz
1.3333333333333333,demz
1.0,demz
-1.6666666666666665,demz
0.5,demz
-1.0,demz
1.25,demz
-0.6666666666666666,demz
1.3333333333333333,demz
-1.6666666666666665,demz
-0.3333333333333333,demz
-1.25,demz
-3.0,demz
0.5,demz
0.6666666666666666,demz
-2.0,demz
0.0,demz
0.6666666666666666,demz
0.0,demz
1.0,demz
1.0,demz
1.0,demz
0.6666666666666666,demz
-1.0,demz
0.5,demz
0.5,demz
-1.6666666666666665,demz
-2.75,demz
2.6666666666666665,demz
-0.5,demz
1.0,demz
-1.0,demz
1.0,demz
-0.6666666666666666,demz
-3.0,demz
-1.0,demz
0.6666666666666666,demz
0.0,demz
1.0,demz
-0.3333333333333333,demz
0.0,demz
1.0,demz
-0.3333333333333333,demz
-1.0,demz
1.0,demz
0.0,demz
-0.3333333333333333,demz
1.3333333333333333,demz
1.3333333333333333,demz
0.0,demz
-2.0,demz
1.0,demz
1.3333333333333333,demz
-0.3333333333333333,demz
-0.6666666666666666,demz
-1.0,demz
1.25,demz
-1.0,demz
-3.0,demz
0.25,demz
-1.0,demz
-1.3333333333333333,demz
-1.3333333333333333,demz
-0.3333333333333333,demz
-0.3333333333333333,demz
0.0,demz
0.5,demz
-0.3333333333333333,demz
-2.0,demz
0.6666666666666666,demz
-0.6666666666666666,demz
-1.0,demz
-0.25,demz
-0.3333333333333333,demz
0.0,demz
0.6666666666666666,demz
0.6666666666666666,demz
-0.6666666666666666,demz
-1.0,demz
1.6666666666666667,demz
1.5,demz
-0.6666666666666666,demz
0.6666666666666666,demz
-0.75,demz
0.6666666666666666,demz
-0.6666666666666666,demz
1.3333333333333333,demz
2.5,demz
0.5,demz
-1.25,demz
1.0,demz
-1.5,demz
-1.0,demz
0.6666666666666666,demz
0.5,demz
1.3333333333333333,demz
-1.3333333333333333,demz
0.5,demz
0.5,demz
-0.6666666666666667,demz
0.6666666666666666,demz
0.0,demz
-1.6666666666666665,demz
0.6666666666666666,demz
0.6666666666666666,demz
0.0,demz
-1.6666666666666665,demz
-0.6666666666666666,demz
0.3333333333333333,demz
0.0,demz
0.5,demz
-4.0,demz
-1.6666666666666665,demz
-1.3333333333333333,demz
0.0,demz
-3.0,demz
-0.6666666666666666,demz
-1.0,demz
1.0,demz
1.0,demz
1.5,demz
-1.6666666666666665,demz
-2.666666666666667,demz
-0.6666666666666666,demz
0.5,demz
-0.75,demz
-1.6666666666666665,demz
-0.25,demz
0.5,demz
0.6666666666666666,demz
1.0,demz
-0.6666666666666666,demz
1.0,demz
1.0,demz
-2.0,demz
0.5,demz
0.5,demz
1.0,demz
1.5,demz
-2.0,demz
-1.6666666666666665,demz
-0.6666666666666666,demz
0.0,demz
-0.5,demz
-0.5,demz
0.3333333333333333,demz
1.0,demz
-2.5,demz
1.0,demz
0.25,demz
-1.0,demz
-1.75,demz
0.3333333333333333,demz
-2.333333333333333,demz
1.3333333333333333,demz
0.5,demz
1.0,demz
-2.333333333333333,demz
-0.75,demz
0.0,demz
-1.6666666666666665,demz
-0.3333333333333333,demz
0.0,demz
0.6666666666666666,demz
-1.3333333333333333,demz
1.0,demz
0.25,demz
1.6666666666666667,demz
-0.3333333333333333,demz
1.5,demz
-2.0,demz
-1.2222222222222223,demz
1.0,demz
-0.3333333333333333,demz
-3.0,demz
-3.0,demz
-0.5,demz
0.6666666666666666,demz
-1.3333333333333333,demz
1.3333333333333333,demz
-3.0,demz
1.0,demz
1.0,demz
0.6666666666666667,demz
1.0,demz
-0.3333333333333333,demz
0.5,demz
-1.3333333333333333,demz
-1.25,demz
-2.333333333333333,demz
-1.6666666666666665,demz
0.0,demz
-0.5,demz
0.5,demz
-1.0,demz
0.5,demz
1.0,demz
-1.3333333333333333,demz
-1.636363636363636,repz
-2.545454545454546,repz
-0.8181818181818182,repz
-3.888888888888889,repz
-2.0,repz
-3.0,repz
-2.0,repz
-2.0,repz
-2.3333333333333335,repz
-2.0,repz
-0.6666666666666666,repz
-0.3333333333333333,repz
-1.5,repz
-0.3333333333333333,repz
-2.0,repz
-1.6666666666666665,repz
-2.0,repz
-1.75,repz
-3.0,repz
-1.25,repz
-3.666666666666667,repz
-3.333333333333333,repz
-2.333333333333333,repz
-2.333333333333333,repz
-1.0,repz
-0.6666666666666666,repz
-1.6666666666666665,repz
-1.6666666666666665,repz
-2.6666666666666665,repz
-1.75,repz
-1.0,repz
-0.3333333333333333,repz
-3.333333333333333,repz
-1.5,repz
-1.25,repz
-2.666666666666667,repz
-1.0,repz
-0.5,repz
-1.25,repz
-2.3333333333333335,repz
-1.6666666666666665,repz
-1.3333333333333333,repz
-3.333333333333333,repz
-1.0,repz
-1.0,repz
-2.0,repz
-0.6666666666666666,repz
-3.666666666666667,repz
-0.5,repz
-2.333333333333333,repz
-1.75,repz
-1.5,repz
-0.6666666666666666,repz
-3.5,repz
-1.3333333333333333,repz
-2.3333333333333335,repz
-2.5,repz
-0.3333333333333333,repz
-1.0,repz
-2.0,repz
-1.0,repz
-1.5,repz
-1.6666666666666667,repz
-1.6666666666666665,repz
-1.0,repz
-1.6666666666666665,repz
-2.3333333333333335,repz
-2.0,repz
-2.333333333333333,repz
-0.5,repz
-3.0,repz
-3.0,repz
0.3333333333333333,repz
-1.5,repz
-1.0,repz
-2.0,repz
-2.0,repz
-1.0,repz
-3.666666666666667,repz
-1.75,repz
-0.5,repz
-2.6666666666666665,repz
-1.2,repz
-3.3333333333333335,repz
-1.6666666666666665,repz
-1.0,repz
-1.3333333333333333,repz
-2.0,repz
-1.0,repz
-2.0,repz
-1.3333333333333333,repz
-0.75,repz
-0.75,repz
-2.0,repz
-1.0,repz
-1.0,repz
-1.5,repz
-1.6666666666666665,repz
-3.0,repz
-3.5,repz
-1.3333333333333333,repz
-2.0,repz
-4.0,repz
-1.2000000000000002,repz
-1.0,repz
-2.333333333333333,repz
-3.0,repz
-1.6666666666666665,repz
-0.6666666666666666,repz
0.0,repz
-0.6666666666666666,repz
-1.3333333333333333,repz
-2.333333333333333,repz
-0.6666666666666666,repz
-2.8,repz
-3.0,repz
-0.6666666666666666,repz
-1.3333333333333333,repz
-1.0,repz
-1.5,repz
-1.0,repz
-1.5,repz
-1.6666666666666665,repz
-1.5,repz
-1.0,repz
-2.333333333333333,repz
-2.0,repz
-1.0,repz
-1.0,repz
-2.6666666666666665,repz
-1.0,repz
-3.5,repz
-1.0,repz
-1.3333333333333333,repz
-1.0,repz
-2.0,repz
-1.6666666666666665,repz
-0.6666666666666666,repz
-2.0,repz
-1.0,repz
-1.6666666666666665,repz
-2.0,repz
-1.5,repz
-2.3333333333333335,repz
-1.3333333333333333,repz
-1.3333333333333333,repz
-3.333333333333333,repz
-1.0,repz
-0.75,repz
-1.0,repz
-1.6666666666666665,repz
-1.75,repz
-1.6666666666666665,repz
-0.5,repz
-2.0,repz
-4.0,repz
-3.0,repz
-1.5,repz
-2.0,repz
-3.5,repz
-2.0,repz
-2.0,repz
-2.333333333333333,repz
-1.0,repz
-2.0,repz
-2.3333333333333335,repz
-2.5,repz
-1.0,repz
-0.6666666666666666,repz
-1.5,repz
-3.333333333333333,repz
-1.0,repz
-1.0,repz
-1.0,repz
-0.6666666666666666,repz
-2.0,repz
-1.6666666666666665,repz
-1.3333333333333333,repz
-2.5,repz
-1.3333333333333333,repz
-1.6666666666666667,repz
-1.5,repz
-0.6666666666666666,repz
-3.0,repz
-2.666666666666667,repz
-2.0,repz
-1.0,repz
-3.0,repz
-2.0,repz
-0.3333333333333333,repz
-1.3333333333333333,repz
-3.0,repz
-1.3333333333333333,repz
-0.6666666666666666,repz
-2.0,repz
-2.333333333333333,repz
-1.3333333333333333,repz
-2.0,repz
-1.3333333333333333,repz
-3.5,repz
-2.25,repz
-2.3333333333333335,repz
-1.3333333333333333,repz
-1.0,repz
-4.0,repz
-1.3333333333333333,repz
-1.3333333333333333,repz
-0.6666666666666666,repz
-2.0,repz
-1.6666666666666665,repz
-0.6666666666666666,repz
-1.0,repz
-1.6666666666666665,repz
1.0,repz
-3.666666666666667,repz
-2.3333333333333335,repz
-2.0,repz
-2.75,repz
-3.3333333333333335,repz
-3.0,repz
-3.333333333333333,repz
0.0,repz
-1.3333333333333333,repz
-0.6666666666666666,repz
-3.3333333333333335,repz
-1.0,repz
-1.0,repz
-3.0,repz
-1.6666666666666665,repz
-1.6666666666666665,repz
-2.6666666666666665,repz
-1.3333333333333333,repz
-2.666666666666667,repz
-2.3333333333333335,repz
-3.666666666666667,repz
-1.0,repz
-2.333333333333333,repz
-1.25,repz
-3.0,repz
-1.6666666666666665,repz
-1.3333333333333333,repz
-2.0,repz
0.45454545454545453,demft
-0.8636363636363635,demft
1.1818181818181819,demft
-2.0869565217391304,demft
-0.357142857142857,demft
-1.2,demft
-1.0,demft
0.3333333333333333,demft
0.5,demft
0.5,demft
0.5,demft
0.5,demft
1.6666666666666665,demft
0.0,demft
-1.0,demft
0.0,demft
0.25,demft
-0.25,demft
-3.0,demft
0.8,demft
-2.0,demft
-2.75,demft
-1.5,demft
-1.0,demft
1.0,demft
0.5,demft
0.25,demft
0.0,demft
-0.75,demft
-0.5,demft
0.3333333333333333,demft
1.3333333333333333,demft
-3.0,demft
0.0,demft
0.6,demft
-1.0,demft
0.0,demft
1.0,demft
0.25,demft
-0.6000000000000001,demft
-1.3333333333333333,demft
0.0,demft
-1.25,demft
0.3333333333333333,demft
-0.25,demft
1.0,demft
0.5,demft
-3.0,demft
0.6666666666666666,demft
0.3333333333333333,demft
0.75,demft
-0.5,demft
1.5,demft
-0.6666666666666666,demft
0.6666666666666666,demft
-2.8,demft
-0.6666666666666666,demft
1.25,demft
1.0,demft
-1.5,demft
0.5,demft
0.6666666666666666,demft
0.0,demft
1.5,demft
0.25,demft
1.0,demft
0.5,demft
-0.3333333333333333,demft
-1.6666666666666665,demft
-0.6666666666666666,demft
-0.5,demft
-0.6000000000000001,demft
1.5,demft
0.25,demft
0.6666666666666666,demft
0.6666666666666666,demft
1.0,demft
-0.25,demft
-0.6000000000000001,demft
-1.25,demft
0.3333333333333333,demft
0.25,demft
1.25,demft
-0.4,demft
-0.75,demft
0.75,demft
0.5,demft
-1.0,demft
-0.25,demft
1.0,demft
-1.0,demft
1.0,demft
1.25,demft
-1.5,demft
1.3333333333333333,demft
1.0,demft
0.5,demft
0.3333333333333333,demft
-0.75,demft
-2.0,demft
1.0,demft
-1.0,demft
-2.25,demft
0.75,demft
-0.5,demft
-0.5,demft
-1.6666666666666665,demft
0.0,demft
0.25,demft
0.6666666666666666,demft
0.25,demft
-1.0,demft
-1.25,demft
0.25,demft
0.5,demft
-2.0,demft
1.25,demft
1.0,demft
1.0,demft
0.6666666666666666,demft
0.3333333333333333,demft
0.75,demft
0.0,demft
0.25,demft
0.4,demft
0.6666666666666666,demft
0.25,demft
0.5,demft
0.6666666666666666,demft
-2.25,demft
1.3333333333333333,demft
1.5,demft
1.0,demft
-1.6666666666666665,demft
0.3333333333333333,demft
-0.5,demft
0.5,demft
0.0,demft
1.0,demft
1.0,demft
-1.4117647058823528,demft
0.4761904761904762,demft
0.5,demft
-1.5,demft
0.0,demft
0.0,demft
-1.3333333333333333,demft
0.0,demft
0.0,demft
1.5,demft
-0.3333333333333333,demft
-0.75,demft
-0.3333333333333333,demft
0.0,demft
0.0,demft
-3.666666666666667,demft
-2.4000000000000004,demft
-0.4285714285714285,demft
0.6666666666666666,demft
-1.0,demft
-1.6666666666666665,demft
1.0,demft
1.0,demft
1.0,demft
0.3333333333333333,demft
-1.0,demft
-1.0,demft
0.0,demft
0.75,demft
1.0,demft
-1.3333333333333333,demft
-0.5,demft
0.6666666666666666,demft
0.5,demft
0.4,demft
-0.75,demft
0.6666666666666666,demft
1.0,demft
-2.75,demft
1.0,demft
0.5,demft
1.0,demft
1.0,demft
-0.6666666666666666,demft
1.0,demft
1.0,demft
1.0,demft
1.3333333333333333,demft
0.0,demft
0.5,demft
0.25,demft
0.3333333333333333,demft
0.0,demft
0.0,demft
-1.2000000000000002,demft
-1.3333333333333333,demft
0.6666666666666666,demft
-2.0,demft
1.6666666666666665,demft
1.0,demft
0.5,demft
-1.3333333333333333,demft
-0.8,demft
0.5,demft
-2.75,demft
-1.0,demft
0.75,demft
0.25,demft
-1.0,demft
0.8695652173913042,demft
0.27272727272727276,demft
1.2,demft
0.0,demft
1.3333333333333333,demft
-2.5,demft
-1.6666666666666665,demft
-2.5,demft
-1.5,demft
-2.5,demft
-0.25,demft
-2.0,demft
0.8,demft
0.0,demft
1.75,demft
-1.3333333333333333,demft
0.6000000000000001,demft
1.0,demft
0.3333333333333333,demft
0.0,demft
0.0,demft
-0.5,demft
-0.6666666666666666,demft
-0.5,demft
-0.75,demft
0.0,demft
0.0,demft
-0.25,demft
-0.75,demft
-0.25,demft
-1.0,demft
1.0,demft
0.3333333333333333,demft
-1.75,repft
-2.75,repft
-1.0,repft
-2.75,repft
-2.666666666666667,repft
-2.75,repft
-2.2,repft
-1.3333333333333333,repft
-1.6666666666666665,repft
-1.0,repft
-1.3333333333333333,repft
-1.3333333333333333,repft
-1.3333333333333333,repft
-1.0,repft
-2.333333333333333,repft
-3.0,repft
-1.5,repft
-1.3333333333333333,repft
-3.666666666666667,repft
-1.0,repft
-3.3333333333333335,repft
-4.0,repft
-2.5,repft
-3.333333333333333,repft
-0.6666666666666667,repft
-1.5,repft
-1.4,repft
-1.75,repft
-1.3333333333333333,repft
-2.0,repft
-1.0,repft
-1.5,repft
-3.0,repft
-1.6666666666666667,repft
-1.25,repft
-3.5,repft
-1.0,repft
-1.0,repft
-1.0,repft
-2.6666666666666665,repft
-1.6666666666666667,repft
-1.25,repft
-3.5,repft
-1.0,repft
-1.0,repft
-1.5,repft
-1.3333333333333333,repft
-3.25,repft
-2.0,repft
-2.0,repft
-2.0,repft
-1.3333333333333333,repft
-2.0,repft
-2.666666666666667,repft
-1.6666666666666665,repft
-2.75,repft
-2.5,repft
-0.3333333333333333,repft
-1.0,repft
-3.0,repft
-1.0,repft
-1.5,repft
-1.5999999999999999,repft
-1.6666666666666665,repft
-1.4,repft
-1.5,repft
-2.0,repft
-1.3333333333333333,repft
-1.2,repft
-1.6666666666666667,repft
-2.25,repft
-3.666666666666667,repft
0.3333333333333333,repft
-1.2,repft
-1.0,repft
-1.8333333333333335,repft
-2.0,repft
-1.5,repft
-3.0,repft
-1.5,repft
-1.0,repft
-3.333333333333333,repft
-1.0,repft
-2.0,repft
-1.0,repft
-1.25,repft
-1.0,repft
-2.0,repft
-1.25,repft
-1.0,repft
-1.0,repft
-1.0,repft
-1.25,repft
-1.6666666666666665,repft
0.0,repft
-2.0,repft
-1.75,repft
-2.0,repft
-2.0,repft
-1.3333333333333333,repft
-1.0,repft
-1.25,repft
-3.333333333333333,repft
-1.3333333333333333,repft
-1.5,repft
-2.0,repft
-3.666666666666667,repft
-1.25,repft
-1.5,repft
-1.3333333333333333,repft
-1.2,repft
-2.0,repft
-2.333333333333333,repft
-0.75,repft
-1.3333333333333333,repft
-3.0,repft
-1.5,repft
-1.75,repft
-1.0,repft
-1.0,repft
-1.0,repft
-2.2,repft
-2.0,repft
-1.0,repft
-1.0,repft
-1.3333333333333333,repft
-1.75,repft
-2.2,repft
-1.5,repft
-2.0,repft
-1.0,repft
-2.3333333333333335,repft
-1.3333333333333333,repft
-1.5,repft
-1.3333333333333333,repft
-3.0,repft
-2.0,repft
-1.5,repft
-1.5,repft
-1.3333333333333333,repft
-2.0,repft
-1.0,repft
-1.25,repft
-2.5,repft
-1.25,repft
-1.5,repft
-2.75,repft
-1.0,repft
-1.5,repft
-1.0,repft
-2.0,repft
-1.7999999999999998,repft
-1.6666666666666665,repft
-1.3333333333333333,repft
-1.25,repft
-4.0,repft
-2.75,repft
-1.25,repft
-1.0,repft
-3.333333333333333,repft
-2.0,repft
-1.5,repft
-1.0,repft
-0.5,repft
-1.75,repft
-1.6,repft
-2.666666666666667,repft
-1.0,repft
-1.6666666666666667,repft
-1.5499999999999998,repft
-2.6818181818181817,repft
-1.9230769230769231,repft
-1.0,repft
-1.0,repft
-1.0,repft
-1.6666666666666665,repft
-1.4,repft
-1.0,repft
-3.5,repft
-1.3333333333333333,repft
-1.3333333333333333,repft
-1.3333333333333333,repft
1.0,repft
-2.0,repft
-2.6666666666666665,repft
-2.0,repft
-1.5999999999999999,repft
-1.5,repft
-1.5,repft
-0.75,repft
-1.0,repft
-2.666666666666667,repft
-1.0,repft
-1.75,repft
-2.5,repft
-2.0,repft
-1.25,repft
-2.25,repft
-1.3333333333333333,repft
-2.0,repft
-1.3333333333333333,repft
-2.5,repft
-2.6,repft
-1.0,repft
-4.0,repft
-2.0,repft
-1.0,repft
-1.5,repft
-2.5,repft
-1.25,repft
-1.7999999999999998,repft
-1.3333333333333333,repft
-1.5,repft
-1.0,repft
-3.25,repft
-2.0,repft
-3.75,repft
-2.0,repft
-2.3333333333333335,repft
-2.5,repft
-3.25,repft
-0.3333333333333333,repft
-1.25,repft
-1.25,repft
-2.75,repft
-1.0,repft
-1.6666666666666665,repft
-1.6666666666666665,repft
-1.3333333333333333,repft
-1.2,repft
-1.3333333333333333,repft
-1.7999999999999998,repft
-2.5,repft
-2.5,repft
-2.75,repft
-1.0,repft
-1.5,repft
-0.6666666666666666,repft
-3.0,repft
-2.3333333333333335,repft
-1.3333333333333333,repft
-1.5,repft
