Biden_Sentiment,Trump_Sentiment
-0.22727272727272727,0.2727272727272727
-0.5909090909090909,0.8181818181818182
0.36363636363636365,-0.6363636363636364
-1.411764705882353,1.1764705882352942
-1.5,1.25
-1.3333333333333333,0.6666666666666666
-0.5,0.5
-0.3333333333333333,0.0
-0.6666666666666666,0.3333333333333333
0.0,0.3333333333333333
0.0,0.5
0.5,-1.0
0.0,0.6666666666666666
0.6666666666666666,-1.0
-0.3333333333333333,0.6666666666666666
-0.4,0.4
0.0,0.3333333333333333
0.0,1.0
-1.6666666666666667,0.3333333333333333
0.0,-0.25
-1.4,1.0
-1.3333333333333333,1.3333333333333333
-0.6666666666666666,0.0
-0.6666666666666666,1.6666666666666667
-0.6666666666666666,1.0
-0.3333333333333333,0.3333333333333333
0.25,0.0
0.0,0.6666666666666666
-1.3333333333333333,1.0
-0.6666666666666666,0.0
0.0,0.0
-0.6666666666666666,1.3333333333333333
-1.3333333333333333,1.0
0.0,1.0
0.0,0.5
-1.0,0.6666666666666666
-0.5,0.5
-0.3333333333333333,0.6666666666666666
0.0,-0.3333333333333333
-1.3333333333333333,1.0
0.0,0.6666666666666666
0.0,0.0
-0.75,1.25
0.0,0.0
0.0,0.25
0.0,-0.5
0.5,-0.75
-2.0,1.0
-0.5,0.25
0.0,0.3333333333333333
0.0,0.25
-1.5,1.0
0.3333333333333333,0.0
-0.6666666666666666,1.6666666666666667
0.0,0.0
-0.75,1.25
-0.3333333333333333,0.6666666666666666
0.3333333333333333,-0.6666666666666666
0.3333333333333333,-0.6666666666666666
-0.6666666666666666,1.0
0.0,0.0
-0.3333333333333333,1.0
0.0,0.3333333333333333
0.3333333333333333,-0.6666666666666666
-1.0,0.0
0.0,0.0
0.0,0.3333333333333333
-0.3333333333333333,0.0
-0.6,0.4
-1.0,0.6666666666666666
-0.6666666666666666,0.6666666666666666
-1.0,1.5
-0.6666666666666666,0.6666666666666666
-0.25,0.25
0.0,0.3333333333333333
0.0,0.3333333333333333
0.0,-0.3333333333333333
0.0,0.0
-0.75,0.75
-0.3333333333333333,0.3333333333333333
0.0,0.3333333333333333
0.0,1.0
0.5,0.0
-0.75,0.0
0.0,0.3333333333333333
0.0,0.3333333333333333
0.0,-0.3333333333333333
-1.0,0.0
0.0,0.0
0.0,-0.5
-0.3333333333333333,0.0
-0.5,0.25
0.3333333333333333,-1.0
-0.3333333333333333,0.6666666666666666
0.0,-0.3333333333333333
0.3333333333333333,-0.3333333333333333
-0.3333333333333333,1.3333333333333333
-0.25,0.25
0.0,0.5
-0.5,1.0
0.0,-1.0
-0.3333333333333333,0.0
-1.5,0.5
0.5,0.0
0.0,0.0
-0.3333333333333333,1.3333333333333333
-1.25,1.75
0.0,0.25
0.0,0.3333333333333333
0.0,-1.0
0.0,0.0
-0.3333333333333333,0.0
-1.0,0.6666666666666666
0.0,0.0
-0.75,0.75
-1.0,1.0
0.0,0.0
-0.25,0.0
0.0,0.3333333333333333
0.3333333333333333,0.0
0.0,0.5
-0.25,0.0
0.0,0.0
0.0,-1.0
0.0,-0.3333333333333333
-0.3333333333333333,0.0
-0.25,-0.5
0.5,1.0
-0.25,0.25
-0.6666666666666666,0.3333333333333333
0.3333333333333333,-1.6666666666666667
-0.5,0.75
0.3333333333333333,0.0
0.25,0.25
-0.6666666666666666,1.0
-1.0,1.0
-1.25,0.5
-0.3333333333333333,-0.6666666666666666
0.0,0.3333333333333333
0.0,-1.0
-0.6666666666666666,0.3333333333333333
0.0,-0.3333333333333333
0.0,0.6666666666666666
-0.6666666666666666,0.6666666666666666
0.25,0.5
-0.3333333333333333,0.6666666666666666
-1.25,1.25
0.0,0.0
0.3333333333333333,0.0
0.0,-0.5
-0.6666666666666666,1.0
0.0,0.6666666666666666
0.25,0.0
0.0,0.0
0.3333333333333333,0.0
-2.0,1.75
-0.3333333333333333,0.6666666666666666
0.0,0.3333333333333333
0.0,0.5
-0.6666666666666666,1.0
-0.3333333333333333,0.3333333333333333
-1.0,0.5
0.3333333333333333,-0.6666666666666666
0.0,0.3333333333333333
0.0,0.5
-0.5,1.25
-1.0,1.3333333333333333
0.0,-1.0
0.0,0.3333333333333333
-0.3333333333333333,0.6666666666666666
-1.3333333333333333,1.0
0.25,0.25
-0.5,0.5
-0.6666666666666666,0.6666666666666666
0.0,0.3333333333333333
-0.6666666666666666,0.3333333333333333
0.0,0.3333333333333333
-0.25,-0.25
-1.3333333333333333,1.3333333333333333
0.6666666666666666,0.6666666666666666
0.0,1.0
0.0,0.0
0.0,-1.0
-0.6666666666666666,0.3333333333333333
-1.0,1.0
-0.25,1.25
0.0,-0.3333333333333333
-0.5,0.5
-1.0,0.5
0.0,-0.25
0.0,0.3333333333333333
-0.6666666666666666,1.3333333333333333
0.0,0.3333333333333333
-0.75,0.75
-0.6666666666666666,0.6666666666666666
-0.2,1.4
0.0,0.3333333333333333
-0.75,0.5
-0.3333333333333333,-0.3333333333333333
0.0,0.0
0.0,1.25
-1.25,1.0
-1.0,1.0
-0.3333333333333333,0.3333333333333333
-1.6666666666666667,1.6666666666666667
-0.3333333333333333,0.6666666666666666
0.6666666666666666,0.0
0.0,0.3333333333333333
-0.6666666666666666,1.3333333333333333
-1.0,0.3333333333333333
-0.3333333333333333,0.6666666666666666
0.0,-0.6666666666666666
0.0,0.3333333333333333
0.0,-0.6666666666666666
-1.6666666666666667,0.3333333333333333
-1.0,0.5
-0.6666666666666666,1.6666666666666667
0.0,0.6666666666666666
-1.3333333333333333,0.6666666666666666
0.0,2.0
-1.3333333333333333,1.6666666666666667
0.0,0.3333333333333333
0.0,0.0
0.0,-0.25
-2.0,1.5
-1.0,0.0
0.0,0.0
-0.5,1.0
0.6666666666666666,0.0
-0.3333333333333333,0.3333333333333333
0.0,1.0
0.0,0.3333333333333333
-0.25,0.5
-1.0,1.0
-1.0,0.6666666666666666
0.0,0.0
-1.0,0.3333333333333333
0.3333333333333333,-0.6666666666666666
-1.25,1.5
-0.3333333333333333,0.0
0.0,-1.5
-0.3333333333333333,0.0
