Biden_Sentiment,Trump_Sentiment
0.4545454545454545,-1.2727272727272727
0.5652173913043478,-1.7391304347826086
0.3478260869565217,-1.0434782608695652
0.0,-1.6363636363636365
0.0,-1.0
0.0,-1.0
0.0,-2.0
1.0,0.0
0.0,-1.0
0.5,-1.0
0.0,-2.0
0.0,-0.5
0.0,-0.3333333333333333
2.0,-2.0
0.0,-1.5
0.75,-1.25
0.0,-2.0
0.0,0.0
0.0,-1.5
0.5,-1.5
0.0,-1.0
0.0,-1.0
0.0,-1.0
0.0,-2.0
0.0,-2.0
1.0,-1.0
0.0,-1.0
0.0,1.0
0.0,-0.6666666666666666
0.0,-2.0
0.0,0.0
0.0,0.0
0.0,-1.0
0.0,-1.5
0.0,-0.5
0.0,-1.0
0.0,-0.5
0.0,0.0
0.0,-1.5
0.0,-1.0
1.0,-1.0
0.0,-0.5
0.0,0.0
1.0,0.0
0.0,-1.0
0.0,-1.0
2.0,-1.0
0.0,-2.0
0.0,-1.5
0.0,0.0
0.0,-0.5
1.0,-1.0
0.5,-1.5
1.0,-2.0
0.0,-1.0
0.0,-2.0
0.0,-2.0
0.0,-1.5
0.6666666666666666,-1.3333333333333333
0.0,-2.0
0.0,-2.0
0.6666666666666666,-0.6666666666666666
0.0,-1.0
0.0,-0.5
0.0,-1.0
0.0,-1.0
0.0,0.0
0.5,-1.0
0.0,-1.0
0.0,-0.4285714285714285
0.0,-0.5
0.5,-1.0
0.5,-2.0
0.0,-1.0
1.0,-2.0
0.0,-1.0
0.2,-1.4
0.0,-1.0
0.0,-0.5
0.0,-1.0
0.0,-0.5
0.0,-1.5
0.0,-2.0
0.0,-2.0
0.0,-1.0
0.0,0.0
0.0,-1.0
0.0,-1.0
0.0,-0.5
0.0,0.0
0.0,-1.0
0.0,0.0
1.0,-1.0
0.0,0.0
0.0,0.0
0.0,-2.0
0.0,-1.0
0.0,-1.75
0.0,-1.0
0.0,-0.5
0.0,-1.0
0.0,0.0
0.0,-1.0
0.0,0.0
1.0,-1.0
0.0,0.0
1.0,0.0
0.0,-2.0
0.0,0.0
0.5,0.0
0.0,-2.0
0.0,-0.5
0.0,-2.0
0.0,0.0
0.0,0.0
0.0,-1.0
0.0,0.0
0.0,-0.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-1.0,-1.0
0.0,0.0
0.5,0.0
0.0,-2.0
0.0,-1.0
0.0,-0.5
0.0,0.0
0.0,-1.0
0.0,-1.0
0.0,0.0
0.0,0.0
0.0,-1.0
0.0,-2.0
0.0,0.0
0.0,-1.5
0.0,0.0
0.0,-2.0
0.0,-1.0
0.0,0.0
0.0,-1.0
0.0,0.0
0.0,0.0
2.0,-1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-2.0
2.0,-1.0
0.0,0.0
0.0,-0.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,-1.0
0.3333333333333333,-0.6666666666666666
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-1.0
0.0,0.0
0.0,-2.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-2.0
0.0,-1.0
1.0,-1.0
0.0,-1.0
1.0,0.0
0.0,-0.5
0.0,-1.0
0.0,0.0
2.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-1.0
0.0,-2.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-1.0
0.0,0.0
0.0,-2.0
0.0,-1.0
0.0,0.0
0.0,0.0
0.0,-2.0
0.0,-0.5
0.0,-2.0
0.0,0.0
1.0,-1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-1.0
1.0,-1.0
0.6666666666666666,-1.0
0.0,0.0
0.0,0.0
0.5,-2.0
0.0,0.0
0.0,-1.6666666666666667
0.0,0.0
0.0,-2.0
0.0,0.0
0.0,0.0
0.0,-1.5
0.0,-2.0
0.3333333333333333,-1.0
-0.5,-0.5
1.0,-2.0
0.0,-2.0
0.0,0.0
0.0,0.0
2.0,-2.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.5,-1.0
0.0,0.0
1.0,-2.0
0.0,0.0
